"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"50642","21A0200139","Didactique de l'HG EMC","N","A0","Formation hybride pour développer les compétences des nouveaux entrants autour de la didactique et de la pédagogie de l'HG EMC","Former à la didactique et à la pédagogie de l'histoire géographie EMC","Nov","HIG","020","9"
"50643","21A0200140","Enseigner la Shoah du collège au lycée","L","A0","Formation des enseignants avec ouverture sur la thématique de la lutte contre le racisme et l'antisémitisme.","Accompagner les équipes dans la construction d'un travail autour de l'enseignement du génocide juif","Nov","HIG","020","6"
"50644","21A0200140","Enseigner l'histoire du génocide juif et tsigane","L","A0","Une journée de travail en interaction sur le thème de l'enseignement des génocides","Réunir des enseignants en partenariat avec le Mémorial de la Shoah pour travailler sur la notion de génocide","Oct","HIG","020","6"
"50645","21A0200140","Enjeux de l'évaluation et CC au lycée","N","A0","Stage en distanciel","Présenter les nouveaux enjeux liés au contrôle continu dans le cadre de la réforme du lycée, aux coordonnateurs de discipline.","Oct","HIG","020","3"
"50646","21A0200140","Contrôle continu et réforme du lycée","L","A0","Stage en présentiel","Avec la réforme du lycée et du baccalauréat, le contrôle continu prend une nouvelle dimension qui ne peut s'appréhender que dans le cadre d'un travail en équipe au sein des établissements.","Dec","HIG","020","6"
"50647","21A0200140","Conception des apprentissages par le jeu - collège","N","A0","Le jeu est un moyen de motiver les élèves, apporter connaissances et compétences et de fait un véritable outil d'apprentissage.Réflexion sur des situations d'apprentissage : quels jeux ? A quel moment et avec quelles précautions ? Quels objectifs et quels prolongements ?","Présentation des enjeux des apprentissages par le jeu par les enseignants avec les élèves.Réflexion sur des situations pédagogiques associées au jeu","Dec","HIG","020","6"
"50648","21A0200140","Apprentissages et pratique du jeu Collège H-G EMC","L","A0","Réflexions et échanges autour des pratiques pédagogiques liées au jeu. Réflexion sur les formes de jeu et leurs apports en fonction des situations d'apprentissage.","Accompagner les équipes dans la mise en oeuvre des pratiques pédagogiques du jeu en classe. Propositions, création et échanges autour d'outils.","Mar","HIG","020","6"
"50649","21A0200141","Accueil et suivi des néo-titulaires","S","A0","Ateliers permettant une focalisation sur les activités langagières (entraînement et évaluation), l'articulation des entraînements, les processus d'évaluation, l'usage de la langue cible et les pratiques d'évaluation.   Mobilisation du patrimoine littéraire et culturel et exploitation pédagogique. Analyse et échange de pratiques pédagogiques. Mise en oeuvre de l'hybridation et de la différenciation pédagogique adaptées au regroupement de classes ( bilangues- non bilangues- séries générales et technologiques)","Identifier les besoins des nouveaux collègues. Aider à concevoir et mettre en oeuvre leur enseignement et les accompagner dans la gestion de leurs classes. Consolider les démarches d'entrainement aux activités langagières. Enrichir les stratégies de différenciation pédagogique.","Oct","ALL","020","21"
"50650","21A0200141","Suivi  des  néo titulaires T2","S","A0","Ateliers permettant un approfondissement  des mises en oeuvre didactiques et pédagogiques,  notamment dans la conception de parcours d'apprentissage adaptés aux configurations de classes multi-niveaux. Analyse et échange de pratiques pédagogiques centrées sur l'élaboration d'une progression cohérente, sur l'ancrage culturel et la construction des compétences langagières et culturelles,  sur les  approches multimodales et hybrides, en tenant compte des différents espaces d'apprentissage.","S'adapter aux besoins des collègues récemment titularisés. Intégrer des parcours différents. Assurer le soutien des collègues en difficultés. Optimiser l'analyse réflexive .","Oct","ALL","020","18"
"50651","21A0200143","Bâtir un projet d'équipe en HG-EMC","L","A0","Faire travailler les professeurs d'HG pour construire un projet disciplinaire qui prenne en compte les exigences de la discipline, les évolutions des pratiques et les spécificités des établissements.","Nécessité d'accompagner les équipes dans les évolutions pédagogiques dans les deux cycles du second degré. Aide à apporter pour construire le projet disciplinaire au regard des projets d'établissement.","Oct","HIG","020","3"
"50652","21A0200143","L'histoire-géographie du collège au lycée","L","A0","Rencontres entre enseignants des deux cycles. Échanges de pratiques.","Favoriser les échanges entre les deux cycles du 2nd degré. Créer une harmonisation entre les pratiques des deux cycles.","Oct","HIG","020","3"
"50653","21A0200144","Former les néo-contractuels (initiation)","S","A0","Travail à partir d'exemples d'activités et de séquences pédagogiques. Construction de séquences.","Former les professeurs contractuels nouvellement recrutés","Dec","ANG","020","10"
"50654","21A0200144","Former les contractuels (approfondissement)","S","A0","Construction de séquences. Echanges de pratiques. Réflexion didactique.","Poursuivre la formation des professeurs contractuels déjà en poste les années précédentes.","Dec","ANG","020","10"
"50655","21A0200145","Accompagner les T1","S","A0","Accompagner l'entrée dans le métier des néo titulaires","Accompagner l'entrée dans le métier des néo titulaires","Nov","ANG","020","6"
"50656","21A0200145","Accompagner les T2","S","A0","Pistes pour accompagner les élèves à l'élaboration de leur projet. Travailler, sous forme d'ateliers, les différentes facettes de l'oral, la maîtrise de la parole et de l'expression.","Accompagner l'entrée dans le métier des néo titulaires","Nov","ANG","020","6"
"50657","21A0200146","Repenser les espaces d'apprentissage","S","A0","Réflexion théorique sur les enjeux et les objectifs du travail en ilots. Exemples de mise en pratique. Partage d'expériences.","Concevoir et mettre en oeuvre une organisation différente des espaces de travail. Travailler en ilots, en petits groupes.","Mar","ANG","020","8"
"50658","21A0200146","Les séries, nouveau manuel du cours d'Anglais?","S","A0","Réflexion théorique sur les potentialités et les enjeux de l'utilisation de séries en VO. Travail sur des exemples d'activités pédagogiques.","Utiliser les séries en VO comme supports d'activités pédagogiques.","Mar","ANG","020","8"
"50659","21A0200146","L'Anglais en structure inclusive niveau 1","L","A2","Réflexion sur les besoins spécifiques des élèves scolarisés en structure inclusive. Échange de pratiques, retours d'expérience, élaboration de ressources pédagogiques.","Assurer l'accueil et la scolarisation de tous les élèves.Lutter contre le décrochage scolaire et renforcer l'ambition des enseignants pour tous leurs élèves.","Jan","ANG","020","6"
"50660","21A0200146","L'anglais en structure inclusive niveau 2","L","A2","Réflexion sur les besoins spécifiques des élèves scolarisés en structure inclusive. Échange de pratiques, retours d'expérience, élaboration de ressources pédagogiques.","Assurer l'accueil et la scolarisation de tous les élèves.Lutter contre le décrochage scolaire et renforcer l'ambition des enseignants pour tous leurs élèves.","Nov","ANG","020","12"
"50661","21A0200147","Co-enseigner dans les séries tertiaires et ST2S","S","A4","Travail en binôme entre collègues d'Anglais et de disciplines technologiques.","Appréhender les enjeux et les modalités du co-enseignement dans le cadre de l'ETLV (Enseignement Technologique en Langue Vivante). Bâtir des séquences en collaboration avec son collègue de discipline tertiaire ou de ST2S. Préparer les élèves aux épreuves du bac.","Jan","ANG","020","10"
"50662","21A0200147","La Certification Cambridge au LGT et au LP","S","A4","Format des épreuves. Consignes. Mises en pratique.","Entraîner et évaluer les élèves dans le cadre de la Certification Cambridge au lycée général et au lycée professionnel.","Dec","ANG","020","10"
"50663","21A0200147","La continuité des apprentissages du LP au BTS","S","A0","Echanges de pratiques entre professeurs de lycée professionnel et de BTS. Réflexion sur les moyens à mettre en oeuvre afin de permettre la création d'une culture et de pratiques communes entre lycée professionnel et sections de BTS. Travail à partir de séquences pédagogiques et d'exemples concrets.","Assurer la liaison bac pro-BTS. Mieux prendre en compte la diversité des besoins des étudiants de BTS et les spécificités des étudiants issus de bacs professionnels.","Jan","ANG","020","10"
"50664","21A0200147","Organiser l'année 2021-2022 au collège","N","A0","Réunion des coordonnateurs de collège","Planifier l'organisation de l'année scolaire, en tenant compte des évolutions récentes et des échéances à venir.","Oct","ANG","020","2"
"50665","21A0200147","Organiser l'année 2021-2022 au lycée","N","A4","Réunion avec les coordonnateurs de lycée","Planifier l'organisation de l'année scolaire, en tenant compte des évolutions récentes et des échéances à venir.","Oct","ANG","020","2"
"50666","21A0200147","Entraîner et évaluer en BTS STI","N","A0","Réunion de travail sur les sujets; réflexion sur les enjeux et les moidalités d'un entraînement régulier aux épreuves.","Concevoir des sujets de BTS STI et entraîner ses élèves","Oct","ANG","020","2"
"50667","21A0200147","La distinction entraînement / évaluation","S","A0","Rappels sur la distinction entre entraînement et vérification / évaluation. Mises en activité autour de différentes activités langagières. Construction d'appareils pédagogiques. Echanges de ressources.","Mieux différencier entraînement et évaluation des élèves afin de permettre une construction progressive des compétences","Fev","ANG","020","10"
"50668","21A0200148","La poésie de Pablo Neruda","N","A4"," - Parcours du recueil de poèmes de Pablo Neruda- Analyse de quelques poèmes- De l'analyse de l'oeuvre à sa transposition didactique"," - Acquérir les clés pour aborder l'oeuvre poétique en classe.- Renforcer sa connaissance de l'oeuvre poétique de Pablo Neruda en lien avec le programme limitatif de SPÉ- Convoquer les sens (visuel, musical) à travers la poésie.","Jan","ESP","020","6"
"50669","21A0200148","Le tableau de maître en classe d'espagnol","N","A0"," - Le tableau de maître en classe d'espagnol. Quels supports ? Quelles approches ? - Travail sur les activités langagières à partir de ce support.- Construction de séquences plaçant ce support au coeur des apprentissages."," - Identifier les spécificités de ce support- Intégrer le tableau de maître dans les séquences- Passer de l'analyse à la transposition didactique","Mar","ESP","020","6"
"50670","21A0200148","La bande dessinée en classe d'espagnol","S","A0"," - Histoire de la bande dessinée (M@gistère)- La bande dessinée actuelle en lien avec la mémoire historique.- Lecture et compréhension formelles dans la bande dessinée. Dialogue entre la forme et le contenu. Le texte contraint par les bulles.- Méthodologie d'analyse à partir de planches diverses."," - Connaître l'histoire de la bande dessinée- S'approprier la bande dessinée comme objet littéraire. - Identifier les possibilités pédagogiques en lien avec les programmes.","Dec","ESP","020","8"
"50671","21A0200149","Accompagnement des non titulaires  en espagnol","N","A0","Construire des séquences intégrant une dimension culturelle.Repérer et prendre en compte les différents profils d'apprentissage chez les élèves.Optimiser le travail de groupes.","Analyser sa pratique.  Identifier les leviers et les difficultés.Pratiquer la différenciation pédagogique. Développer les compétences culturelles de nos élèves.","Dec","ESP","020","7"
"50672","21A0200150","Accompagner les T1 en espagnol","S","A0"," - Complexifier l'expression écrite de nos élèves- Préparer les élèves aux débats citoyens. Enrichir leur expression orale.- Repérer les différents profils d'apprentissage. Construire une séance différenciée."," - Approfondir la conception des séquences et des séances.- Enrichir l'expression orale et écrite des élèves.- Identifier les stratégies de différenciation pédagogique.","Jan","ESP","020","8"
"50673","21A0200150","Accompagner les T2 en espagnol","N","A0"," - Réflexion autour du sens d'un document. Comment favoriser l'accès des élèves au sens du document ? - Prise en main d'un outil numérique."," - Renforcer et enrichir les compétences didactiques.- Utiliser le numérique pour favoriser l'accès au sens d'un document.","Fev","ESP","020","2"
"50674","21A0200151","Favoriser la dynamique orale en espagnol - collège","L","A2","L'oral dans les situations de classe.Les leviers de l'expression orale.Impliquer les élèves à l'oral.Le jigsaw, pédagogie coopérative.","Identifier des démarches d'apprentissage innovantes afin de désinhiber la prise de parole en classe.Utiliser la parole individuelle et la parole collective.Développer l'initiative et la communication entre élèves.Concevoir et mettre en oeuvre des situations de pratiques de l'oral motivantes et ludiques.","Dec","ESP","020","6"
"50675","21A0200151","Favoriser la dynamique orale en espagnol - lycée","L","A4","L'oral dans les situations de classe.Les leviers de l'expression orale.Impliquer les élèves à l'oral.Le jigsaw, pédagogie coopérative.Le Grand oral.","Contribuer en espagnol à la préparation des élèves au Grand oral.Identifier des démarches d'apprentissage innovantes afin de désinhiber la prise de parole en classe.Développer l'initiative et la communication entre élèves.Concevoir et mettre en oeuvre des situations de pratiques de l'oral motivantes et ludiques.","Dec","ESP","020","6"
"50676","21A0200151","Pédagogie collaborative en classe d'espagnol","L","A0","Concepts de coopération et de collaboration. Différentes modalités collaboratives en classe, avec et sans outils numériques. Tâches collaboratives favorisant une mise en activité de tous.","Enseigner autrement pour gérer l'hétérogénéité. Pratiquer la collaboration et la coopération au sein de la classe d'espagnol.(Ré)organiser et optimiser l'espace. Varier les modalités de mise en activité des élèves ( binômes, groupes, îlots, équipes...)Réfléchir à la place du professeur et de la langue dans ce type d'organisation.Dynamiser la restitution.","Mar","ESP","020","6"
"50677","21A0200151","Le culturel, coeur du projet en espagnol - collège","L","A2","Travail sur les supports authentiques, en particulier audiovisuels. Intégration des films et séries dans les séquences.Construction de séquences à forte teneur culturelle; articulation des faits culturels et linguistiques dans le projet de séquence.Elaboration de projets finaux intégrant la dimension culturelle.","Privilégier l'entrée culturelle dans une pédagogie de projet.Conjuguer  perspective actionnelle du CECRL et teneur culturelle de la séquence.Evaluer la composante culturelle dans un projet.Préparer la liaison collège-lycée du point de vue culturel.","Jan","ESP","020","6"
"50678","21A0200151","Optimiser l'usage du manuel scolaire en espagnol","L","A2"," - Réflexion autour de séquences de manuels scolaires. Le support authentique au coeur de la séquence.- Articulation entre communicationnel et culturel dans les manuels scolaires. - Construction de séquences avec des supports authentiques. - Intérêt du manuel scolaire pour le professeur ET pour les élèves."," - Analyser et exploiter le potentiel culturel des manuels scolaires. Relever les points d'appui et les limites de ces manuels.- Entraîner et évaluer sur toutes les activités langagières à partir du manuel.- Construire un parcours culturel pour les élèves à partir des manuels scolaires.- Faire du manuel une ressource pertinente au service des apprentissages des élèves.","Fev","ESP","020","6"
"50679","21A0200151","Ecrire en espagnol, dans et hors la classe","S","A0","Ecriture créative. Ecriture individuelle ou collaborative. Interaction écrite.Faire écrire en classe et hors la classe.Communiquer avec tous types d'écrits.Entraîner à l'évaluation en expression écrite.Pistes numériques pour aider les élèves à progresser en expression écrite.","Définir différentes stratégies pour faire écrire.Identifier des ressources, des démarches permettant d'améliorer les compétences en expression écrite.Développer l'usage du numérique dans les pratiques d'expression écrite.Concevoir des activités d'entraînement dédiées à l'écrit.Gérer l'erreur en expression écrite.Préparer aux épreuves écrites des EC.","Fev","ESP","020","8"
"50680","21A0200151","Lire en espagnol, dans et hors la classe.","L","A0"," - Les stratégies de compréhension de l'écrit- Les différentes formes de l'écrit. - De la compréhension de l'écrit à la production.- Méthodologie de construction de sens avec l'écrit."," - Diversifier les approches de l'écrit pour accéder au sens.- Ouvrir les élèves à l'aire culturelle de la langue enseignée par les textes.- Motiver la compréhension. Renforcer l'autonomie des élèves en développant chez eux différentes stratégies de lecture. - Elaborer des dispositifs pédagogiques associant compréhension de l'écrit, interprétation et production.","Jan","ESP","020","6"
"50681","21A0200152","L'espagnol en enseignement de spécialité","N","A4","S'approprier les programmes de LLCE, 1ère et Terminale.Mise en oeuvre pédagogique de l'étude des oeuvres au programme.Construction de séquences adaptées aux nouvelles épreuves du baccalauréat.","Créer une communauté des enseignants en LLCE espagnol.S'approprier les oeuvres au programme de SPÉ et les mettre au service de la langue et de la culture hispanique.Passer de l'analyse de l'oeuvre à la pédagogie.Découvrir les spécificités de chaque support, les différentes façons de l'aborder en classe.","Nov","ESP","020","6"
"50682","21A0200153","Echanges de pratiques professionnelles.","N","M2","A partir de leur quotidien, accompagner les infirmiers dans leurs pratiques, échanger sur les leviers et les freins rencontrés, être force de propositions avec des outils ayant fait leur preuve, et leur proposer des activités de remédiation en relation avec les problématiques qu'ils rencontrent.","Amener les infirmiers à se mettre en posture réflexive sur leurs pratiques.","Oct","INI","020","12"
"50683","21A0200153","Formations départementales","L","M2","Aborder le partenariat, le fonctionnement des dispositifs existants (PMI, CLS, CLSM, maisons des adolescents, CJC...) et rendre efficient les liens locaux entre l'E.N et les partenaires pour un meilleur suivi des élèves.","Réactualiser les connaissances des infirmiers sur les dispositifs départementaux existants.","Fev","INI","020","6"
"50684","21A0200153","L'entretien motivationnel","L","M2","Aborder les différents stades de changement:1er stade : la précontemplation (non implication); 2ème stade : la contemplation (adhésion à l'information); 3ème stade : la préparation (décision d'un changement); 4ème stade : l'action (initiation du changement); 5ème stade : la maintenance (maintien du changement).Evaluer ensuite à distance les apports de la formation par des échanges de pratiques.","Apporter aux infirmiers des techniques de communication collaborative, orientées vers un but, et qui accordent un intérêt particulier au langage du changement.L'entretien motivationnel se donne pour but de renforcer la motivation et l'engagement de la personne pour atteindre un but spécifique en explorant les raisons propres de la personne, ceci dans un climat d'acceptation et de compassion.","Nov","INI","020","18"
"50685","21A0200153","la consultation infirmière","L","M2","Recueil de données, outils de liaisons médecins/infirmiers, arbre décisionnel de prescription paramédicale, différents outils d'évaluation (stress...), liste des diagnostics infirmiers prévalents, démarche éthique, évaluation des examens biométriques, démarche clinique en soins infirmier.","Décrire la nature d'une consultation infirmière, son cadre, sa spécificité, sa finalité et sa valeur ajoutée, pour améliorer les pratiques infirmières.","Avr","INI","020","6"
"50686","21A0200153","Formation continue des ICT","L","M2","Permettre aux ICT d'actualiser leurs connaissances sur des sujets d'actualité dans le cadre de séminaires nationaux.","Actualiser les connaissances des infirmiers conseillers techniques de l'académie","Avr","INI","020","12"
"50687","21A0200153","Formation des tuteurs de l'académie","S","M2","Aborder les grands axes du tutorat des infirmiers, et apporter des notions nouvelles notamment sur la consultation infirmière, et sur le nouveau logiciel national qui nous a été annoncé ""liens"".","Mettre en posture réflexive les tuteurs et réactualiser leurs connaissances.","Oct","INI","020","6"
"50688","21A0200154","Les Ecoles promotrices de santé","L","M2","les fondements de la démarche, les leviers pour engager, pérenniser et piloter la démarche, enjeux et stratégie de déploiement à l'aide de programmes (compétences psychosociales au coeur de la démarche).","Appréhender la démarche de l'École promotrice de santé par une approche holistique et intégrée pour la réussite des élèves.","Mar","INI","020","12"
"50689","21A0200154","Journée d'accueil des infirmiers de l'E.N","L","M2","Présentation du système éducatif français, et rencontre avec les différents chefs de service de l'académie (DRH, DPAE, DAFPEN ...)","Se situer dans le système éducatif, dans l'académie, dans le département, dans un établissement et/ou dans une circonscription.","Sep","INI","020","6"
"50690","21A0200154","La consultation infirmière","L","M2","Identifier les besoins des élèves qui viennent en consultationAvoir une écoute adaptée (techniques d'écoute)Entretenir la motivation de l'élève durant les entretiensSavoir orienter à bon escientEffectuer un suivi adaptéConnaître les outils d'évaluation, de transmission et de suiviSavoir faire appel aux partenaires","mener une consultation infirmière","Nov","INI","020","12"
"50691","21A0200154","les entretiens motivationnels","L","M2","Apports théoriques sur les différents stades de changement : la précontemplation, la contemplation, la préparation, l'action et la maintenance. Mises en situation Evaluation à distance","Acquérir les compétences fondamentales permettant d'expérimenter le changement de style relationnel qu'implique l'entretien motivationnel.","Avr","INI","020","18"
"50692","21A0200154","Les dispositifs départementaux","S","M2","Aborder les spécificités du département où l'infirmier va travailler :la protection de l'enfanceles projets territoriaux le partenariat ( C.D -PMI- , préfecture, l'ARS)les dispositifs : contrats locaux de santé et santé mentale, CJC, maison de l'adolescent...","Acquérir les connaissances nécessaires aux bonnes pratiques liées aux spécificités du départements.","Oct","INI","020","6"
"50693","21A0200154","Tutorat des personnels infirmiers","S","M2","Accompagner à l'entrée dans le métier","Accompagner les personnels infirmiers nouvellement formés","Oct","INI","020","18"
"50694","21A0200155","Préparation au concours PSY EN","S","D2","NR.","Préparation au concours PSY EN","Oct","PCO","020","14"
"50695","21A0200156","Tutorat des médecins ou secrétaires","S","Y3","Accompagnement sous forme de tutorat régulier tout au long de l'année de prise de fonction. Rencontres régulières,  échanges, partage de documents.","Accompagnement pour l'entrée dans les fonctions des médecins ou secrétaires nouvellement nommés.","Sep","MED","020","12"
"50696","21A0200157","Entretien Lecomte","L","D2","L'Exploration : il s'agit d'abord d'identifier et de spécifier la demande du consultant. L'énoncé explicatif subjectif est l'aboutissement de cette phase. La compréhension : il s'agit de clarifier les ressources et les limites du consultant. On interroge aussi ses valeurs et ses croyances. Le soutien social dont il dispose fait partie de ses ressources, mais il peut aller à l'encontre de son désir de changement. La Concrétisation : cette phase se concrétise par l'aide à la prise de décision sur des choix tolérables et intégrables. Il peut y avoir un temps nécessaire d'accompagnement car prescrire le changement, promouvoir l'autonomie nécessitent un accompagnement. L'alliance de travail : on se met d'accord avec le consultant sur ce que l'on va travailler et cette alliance se fait dans un lien empathique. Elle prend corps dans la formulation d'un Enoncé Explicatif Subjectif.  Supervision.","­Maîtriser une technique d'entretien qui amène à un positionnement et des actions de la part du bénéficiaire.  Supervision.","Dec","COP","020","6"
"50697","21A0200157","Les neurosciences et l'adolescence","N","D2","Le projet et les choix de l'adolescent, l'éclairage des neurosciences. Un nouvel éclairage du processus de prise de décision vocationnelle à l'adolescence : 1/ Le problème structurel de l'indécision 2/ La remise en question des théories  et modèles actuels, 3/ Neurosciences, Prise de décision et adolescence 4/ La place des émotions dans la prise de décision 5/ l'éclairage des neurosciences en orientation.","Mieux comprendre le processus de choix dans l'orientation à l'adolescence.","Fev","COP","020","6"
"50698","21A0200157","Entretien motivationnel","L","D2","Au moyen d'exercices pratiques et de mises en situation, initier des psychologues familiers des entretiens d'aide et de conseil aux grands principes de l'entretien motivationnel. A l'issue du stage, les personnes seront capables de mobiliser les techniques propres à l'entretien motivationnel pour aborder différentes situations professionnelles : décrochage et persévérance scolaire, conseil en orientation.","Au moyen d'exercices pratiques et de mises en situation, initier des psychologues familiers des entretiens d'aide et de conseil aux grands principes de l'entretien motivationnel.","Dec","COP","020","6"
"50699","21A0200157","Entretien de restitution","L","D2","Rappeler les différentes modalités d'exploration des intérêts et des valeurs de manière à les mettre en pratique dans le cadre d'entretiens de conseils ou de l'accompagnement personnalisé en orientation.","Au travers de situations réelles, rapportées puis présentées par les personnes en formation, une réflexion collective sera menée sur la mise en oeuvre du bilan psychologique : travail de la demande, recueil des éléments d'anamnèse, outils d'observation, communication des résultats . L'objectif est de présenter aux psychologues de l'éducation nationale les attentes des demandeurs et des usagers en matière de communication des résultats  afin de perfectionner leurs pratiques.","Dec","COP","020","3"
"50700","21A0200157","La nouvelle DAPP","L","D2","Différents objectifs peuvent être poursuivis : Pour les jeunes décrocheurs sortis du système scolaire ou pour des élèves en difficulté, revaloriser l'image de soi et de développer certains sentiments de compétences, d'établir un lien entre les compétences personnelles et les activités professionnelles, Découvrir d'autres manières que l'apprentissage scolaire pour acquérir des compétences. Pour des élèves ou des étudiants qui réussissent à l'école : Se déconnecter d'une vision de son futur strictement ancrée dans le présent scolaire, de construire des visions plus articulées de l'emploi et des fonctions professionnelles ; Découvrir les différents éléments qui favorisent l'insertion professionnelle ; Découvrir les différentes transitions professionnelles.","La DAPP est une méthode visant à aider les jeunes à s'engager dans une réflexion sur leur avenir personnel et professionnel et à faciliter leur insertion sociale et professionnelle. La DAPP se centre sur les activités présentes et anticipées des jeunes. Elle vise fondamentalement à les conduire à réfléchir à leur orientation et leur insertion en partant d'anticipations de soi conçues en termes d'activités professionnelles et personnelles. Elle leur propose de définir des activités dans lesquelles ils pourront immédiatement s'investir en vue d'augmenter leurs chances de s'engager dans la réalisation de ces anticipations de soi.","Jan","COP","020","6"
"50701","21A0200157","Les tests et outils de la dotation CIO","S","D2","Focus sur un ou deux des outils CIO.","Outils CIO.","Mar","COP","020","6"
"50702","21A0200157","Elèves HPI (Haut potentiel intellectuel)","N","D2"," - Détecter les potentiels élèves HPI avant la passation du bilan psychométrique.- Diagnostiquer les élèves HPI avec le Wisc V.","HPI Initiation - Détection et diagnostic","Mai","COP","020","6"
"50703","21A0200157","Pratique du bilan psychologique","S","D3","Apports théoriques, ateliers, études de cas","Au travers de situations réelles, rapportées puis présentées par les personnes en formation, une réflexion collective sera menée sur la mise en oeuvre du bilan psychologique : travail de la demande, recueil des éléments d'anamnèse, outils d'observation, outils d'évaluation,","Nov","COP","020","9"
"50704","21A0200157","Communication des résultats du bilan psychologique","S","D2","Communication des résultats et accompagnement psychopédagogique. L'objectif est de présenter aux psychologues de l'éducation nationale les attentes des demandeurs et des usagers en matière de communication des résultats d'un bilan psychologique afin de perfectionner leurs pratiques.","Maitriser la restitution des résultats du Bilan Psychologique.","Fev","COP","020","12"
"50705","21A0200157","Etre conseiller technique en EAO","L","D2","Accompagnement des Psy EN intervenant au sein des collèges et les lycées dans l'élaboration d'outils permettant aux élèves de connaître le monde économique et professionnel et les métiers, les différentes voies de formations et d'élaborer leur projet d'orientation.","Du collège aux lycées,  accompagnement des Psy EN intervenant au sein des collèges et des lycées dans l'élaboration d'outils permettant aux élèves de connaître le monde économique et professionnel et les métiers, les différentes voies de formations et d'élaborer leur projet d'orientation.","Avr","COP","020","6"
"50706","21A0200158","Tutorat des personnels nouvellement nommés","L","D2","Accompagnement des PSY nouvellement nommés","Psy-EN tuteurs","Oct","COP","020","6"
"50707","21A0200158","Formation des néo-titulaires et néo-contractuels","L","D2","Rôle et fonctions du Psy-EN en CIO","Accompagner les néo-titulaires et néo-contractuels","Oct","COP","020","6"
"50708","21A0200159","Comprendre l'adolesence","L","Y0","Qu'est-ce que l'adolescence ? Quand est-ce que ça passe ? Comment faire face ? Comment gérer toutes ces transitions qui entrent en jeu ? Entre métamorphoses pubertaires, incidences psychologiques, essayons de comprendre l'adolescence. Cette formation propose une synthèse des connaissances actuelles sur le développement de l'adolescent dans un cadre théorique pluridisciplinaire. Ainsi l'objectif de ce module est d'appréhender les comportements des adolescents selon une approche bio-psycho-sociale, dans une période de transition pubertaire qui confronte le jeune à de nouvelles questions identitaires.","Proposer une synthèse des connaissances actuelles sur le développement de l'adolescent dans un cadre théorique pluridisciplinaire.","Fev","COP","020","6"
"50709","21A0200159","Parcours Avenir","L","Y0","1ère partie : Présentation du Parcours Avenir (Objectifs et liens avec les différentes actions mises en place au collège). Présentation des outils de l'ONISEP pour la mise en place de ces actions (préparation de forums, interview de professionnels, enquête métier...). Mise en commun, échanges de pratiques entre les professeurs.2ème partie : Présentation d'ateliers ludiques sur différentes thématiques : découverte des métiers, égalité filles-garçons.               3ème partie : Mise en pratique via des activités en groupes pour l'élaboration d'ateliers qui pourront être mis en place auprès des élèves afin de les accompagner dans la recherche d'informations et les rendre acteurs dans la construction de leur projet scolaire et professionnel.","Mettre en place le parcours Avenir, connaître les outils pédagogiques.","Fev","COP","020","6"
"50710","21A0200159","Semaine de l'orientation","S","Y0","Les semaines de l'orientation sont 2 temps forts qui s'inscrivent dans la dynamique d'élaboration du projet tout au long de la scolarité des lycéens. Ces temps forts de l'année sont à construire en lien avec :1.    les besoins des élèves,2.    les niveaux d'enseignements,3.    les caractéristiques des établissements,L'objectif de cette formation sera d'accompagner les professeurs dans la construction d'une semaine de l'orientation : analyse des besoins soulevés par leurs expériences de Professeurs Principaux, de leur connaissance des élèves et des questionnements régulièrement soulevés.Il sera présenté des outils d'accompagnement. Une participation des stagiaires se fera au travers de mises en situation, des supports seront diffusés pour une mise en place effective rapide au sein des établissements.","Préparer la semaine de l'orientation.","Fev","COP","020","6"
"50711","21A0200159","Construction du projet d'orientation","L","Y0","Apprendre à se connaître, faire des choix, cerner ses centres d'intérêts, en fonction de la connaissance que l'on peut avoir des formations, de leurs lieux d'enseignement, suivre ses amis ou se créer son propre chemin, sont autant d'éléments qui vont contribuer à la construction du projet des élèves.L'objectif de cette formation sera de guider les professeurs sur les ressources leur permettant d'accompagner au mieux les élèves sur tous ces questionnements qui viennent s'imposer à eux lorsqu'est évoqué le parcours de formation à venir.Des outils et des ressources seront fournis pour aider les professeurs à accompagner les élèves dans la construction de leur projet et de leur parcours. Des mises en situation seront proposées.","Accompagner la construction du projet d'orientation.","Fev","COP","020","6"
"50712","21A0200159","L'entretien d'orientation","L","Y0","L'objectif de cette formation sera de donner des outils et des ressources aux professeurs afin qu'ils puissent mener l'entretien d'orientation avec les élèves et les familles.","Apprendre à mener un entretien d'orientation.","Fev","COP","020","6"
